model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;link
Skoda Superb;2018;17.311111111111114;19.96;-13.3;103;134.91;-23.7;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-ID6GAzH9.html
Skoda Superb;2020;21.177777777777777;24.48;-13.5;84;113.1;-25.7;otomoto.pl/osobowe/oferta/skoda-superb-1-5-tsi-150km-ambition-polski-salon-serwis-aso-bezwypadkowy-fv23-ID6GzAfP.html
Skoda Superb;2023;30.644444444444446;35.67;-14.1;32;49.13;-34.9;otomoto.pl/osobowe/oferta/skoda-superb-1-5-t-benzyna-150km-dsg-ambition-faktura-23-salon-pl-ID6GtPQV.html
Skoda Superb;2021;23.533333333333335;27.4;-14.1;59;94.35;-37.5;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-serwis-aso-i-wlasciciel-gwarancja-fv-vat-23-ID6Gk6NK.html
Skoda Superb;2015;10.644444444444444;12.48;-14.7;141;156.67;-10.0;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-bezwypadkowy-serwis-aso-program-200km-ID6GwxOT.html
Skoda Superb;2021;23.311111111111114;27.4;-14.9;58;94.35;-38.5;otomoto.pl/osobowe/oferta/skoda-superb-ambition-1-5tsi-150km-m6-2021-r-salon-pl-i-wl-f-a-vat-ID6GBiDq.html
Skoda Superb;2019;19.08888888888889;22.46;-15.0;102;113.17;-9.9;otomoto.pl/osobowe/oferta/skoda-superb-combi-1-5-tsi-150-km-automat-zadbany-fvat-23-ID6G4wNa.html
Skoda Superb;2019;19.08888888888889;22.46;-15.0;59;113.17;-47.9;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-3-z-2019-super-stan-bezwypadkowa-ID6GwpAS.html
Skoda Superb;2010;5.2444444444444445;6.21;-15.5;190;215.39;-11.8;otomoto.pl/osobowe/oferta/skoda-superb-1-8tsi-160km-z-niemiec-czarna-ID6GwSvS.html
Skoda Superb;2019;18.88888888888889;22.46;-15.9;82;113.17;-27.5;otomoto.pl/osobowe/oferta/skoda-superb-bezwypadkowy-serwis-aso-garazowany-jeden-uzytkownik-ID6G9KHy.html
Skoda Superb;2019;18.866666666666667;22.46;-16.0;66;113.17;-41.7;otomoto.pl/osobowe/oferta/skoda-superb-pierwszy-wlasciciel-salon-pl-po-serwisie-niski-przebieg-ID6Gv2i5.html
Skoda Superb;2023;29.977777777777778;35.67;-16.0;23;49.13;-53.2;otomoto.pl/osobowe/oferta/skoda-superb-salon-polska-ID6Ggbaz.html
Skoda Superb;2014;8.444444444444445;10.13;-16.6;90;169.83;-47.0;otomoto.pl/osobowe/oferta/skoda-superb-skoda-superb-kombi1-8-tsi-2014r-ID6FXSIF.html
Skoda Superb;2008;4.422222222222222;5.42;-18.4;148;208.57;-29.0;otomoto.pl/osobowe/oferta/skoda-superb-1-8t-jak-nowa-serwisowana-bezwypadkowa-ID6GCr6U.html
Skoda Superb;2020;19.977777777777778;24.48;-18.4;51;113.1;-54.9;otomoto.pl/osobowe/oferta/skoda-superb-2021r-super-stan-niski-przebieg-vat23-ID6GD8TN.html
Skoda Superb;2022;26.569777777777777;32.79;-19.0;25;47.72;-47.6;otomoto.pl/osobowe/oferta/skoda-superb-ID6GbKdY.html
Skoda Superb;2021;22.177777777777777;27.4;-19.1;36;94.35;-61.8;otomoto.pl/osobowe/oferta/skoda-superb-liftback-style-ambition-1-5-tsi-150km-manual-ID6GB4Vu.html
Skoda Superb;2023;28.644444444444446;35.67;-19.7;6;49.13;-87.8;otomoto.pl/osobowe/oferta/skoda-superb-ambition-1-5-tsi-150-km-2023-salon-pl-1wl-bezwypadkowy-ID6Gw6AE.html
Skoda Superb;2021;21.977777777777778;27.4;-19.8;75;94.35;-20.5;otomoto.pl/osobowe/oferta/skoda-superb-1-5-tsi-style-dsg-150km-ID6GCt29.html
Skoda Superb;2019;17.755555555555556;22.46;-20.9;64;113.17;-43.4;otomoto.pl/osobowe/oferta/skoda-superb-salon-pl-fv23-niski-przebieg-salon-pl-super-utrzymany-aso-ID6GwIO2.html
Skoda Superb;2019;17.755555555555556;22.46;-20.9;64;113.17;-43.4;otomoto.pl/osobowe/oferta/skoda-superb-salon-pl-fv23-niski-przebieg-salon-pl-super-utrzymany-aso-ID6GwIO2.html
Skoda Superb;2019;17.755555555555556;22.46;-20.9;64;113.17;-43.4;otomoto.pl/osobowe/oferta/skoda-superb-salon-pl-fv23-niski-przebieg-salon-pl-super-utrzymany-aso-ID6GwIO2.html
Skoda Superb;2008;4.199999999999999;5.42;-22.5;156;208.57;-25.2;otomoto.pl/osobowe/oferta/skoda-superb-1-8turbo-klimatronik-z-niemiec-ID6GwaWT.html
Skoda Superb;2015;9.533333333333333;12.48;-23.6;140;156.67;-10.6;otomoto.pl/osobowe/oferta/skoda-superb-1-wlasciciel-salon-polska-niski-przebieg-ID6GuEJz.html
Skoda Superb;2019;16.644444444444446;22.46;-25.9;82;113.17;-27.5;otomoto.pl/osobowe/oferta/skoda-superb-1-5tsi-150km-bi-led-pdc-niski-przebieg-ID6Gx0Tc.html
Skoda Superb;2010;4.333333333333333;6.21;-30.2;157;215.39;-27.1;otomoto.pl/osobowe/oferta/skoda-superb-2010r-skoda-superb-ii-elegance-kombi-1-4-benzyna-manual-6-bi-ID6GzHxG.html
Skoda Yeti;2012;6.222222222222222;6.7;-7.1;117;162.85;-28.2;otomoto.pl/osobowe/oferta/skoda-yeti-skoda-yeti-1-4-tsi-active-ID6Gr0VV.html
Skoda Yeti;2012;6.177777777777778;6.7;-7.8;148;162.85;-9.1;otomoto.pl/osobowe/oferta/skoda-yeti-klimatyzacja-serwisowana-bezwypadkowa-i-wlasciciel-bez-rdzy-ID6GAkvb.html
Skoda Yeti;2013;6.666666666666667;7.29;-8.6;128;172.46;-25.8;otomoto.pl/osobowe/oferta/skoda-yeti-skoda-yeti-1-4-tsi-adventure-ID6Gp9GQ.html
Skoda Yeti;2013;6.622222222222223;7.29;-9.2;100;172.46;-42.0;otomoto.pl/osobowe/oferta/skoda-yeti-tylko-100-tys-km-1-wlasciciel-serwisowany-w-aso-ID6GDut9.html
Skoda Yeti;2013;6.422222222222222;7.29;-11.9;160;172.46;-7.2;otomoto.pl/osobowe/oferta/skoda-yeti-1-4-b-123km-klima-temp-bi-xenon-el-fotel-asystent-czujniki-gwarancja-ID6GCsKR.html
Subaru Forester;2008;6.311111111111111;6.64;-5.0;178;202.73;-12.2;otomoto.pl/osobowe/oferta/subaru-forester-klima-tempomat-multifunkcja-komputer-4x4-naped-ID6GsBbh.html
Subaru Forester;2016;17.755555555555556;18.76;-5.4;95;126.8;-25.1;otomoto.pl/osobowe/oferta/subaru-forester-1-wlasciciel-bezwypadkowy-serwisowany-biala-perla-bardzo-zadbany-ID6GDzPB.html
Subaru Forester;2019;26.444444444444443;27.98;-5.5;61;65.0;-6.2;otomoto.pl/osobowe/oferta/subaru-forester-wersja-europa-ID6Gpwbf.html
Subaru Forester;2017;19.977777777777778;21.15;-5.5;79;100.12;-21.1;otomoto.pl/osobowe/oferta/subaru-forester-2-0i-exclusive-6mt-vat23-salon-pl-1-wl-autoryzowany-dealer-subaru-ID6GCk4J.html
Subaru Forester;2019;26.4;27.98;-5.6;40;65.0;-38.5;otomoto.pl/osobowe/oferta/subaru-forester-2-0i-e-boxer-4x4-exclusive-eyesight-i-rej-2020r-mozliwa-gwarancja-ID6Gqbrq.html
Subaru Forester;2007;4.555555555555555;4.85;-6.1;159;241.0;-34.0;otomoto.pl/osobowe/oferta/subaru-forester-subaru-forester-drugi-wlasciciel-niski-przebieg-ID6GadeZ.html
Subaru Forester;2014;13.31111111111111;14.42;-7.7;81;165.0;-50.9;otomoto.pl/osobowe/oferta/subaru-forester-comfort-2014r-4x4-kamera-cofania-podgrzewane-fotele-ID6GCi1G.html
Subaru Forester;2008;5.711111111111111;6.64;-14.0;182;202.73;-10.2;otomoto.pl/osobowe/oferta/subaru-forester-2-0-awd-ID6GqvKD.html
Subaru Forester;2014;12.345555555555556;14.42;-14.4;142;165.0;-13.9;otomoto.pl/osobowe/oferta/subaru-forester-2-0i-150-km-automat-4x4-salon-polska-1-wlasciciel-tempomat-ID6FPbkk.html
Subaru Forester;2017;17.333333333333332;21.15;-18.0;83;100.12;-17.1;otomoto.pl/osobowe/oferta/subaru-forester-salon-polski-rok-2017-instalacja-lpg-ID6GBmZo.html
Subaru Forester;2020;23.333333333333332;29.94;-22.1;25;39.6;-36.9;otomoto.pl/osobowe/oferta/subaru-forester-subaru-forester-2500-cm3-pierwszy-wlasciciel-maly-przebieg-ID6GA3js.html
Subaru Impreza;2003;22.0;24.66;-10.8;130;177.0;-26.6;otomoto.pl/osobowe/oferta/subaru-impreza-subaru-impreza-gd-spec-c-100-oryginal-maly-przebieg-polecam-ID6GvSy3.html
Subaru Impreza;2002;9.066666666666666;11.21;-19.1;172;230.0;-25.2;otomoto.pl/osobowe/oferta/subaru-impreza-subaru-impreza-wrx-2-0-turbo-ID6GlUB8.html
Subaru Impreza;2008;4.777777777777778;7.82;-38.9;169;186.25;-9.3;otomoto.pl/osobowe/oferta/subaru-impreza-subaru-impreza-gh-awd-150-km-ID6GBukf.html
Subaru Impreza;2006;3.3333333333333335;6.51;-48.8;163;204.0;-20.1;otomoto.pl/osobowe/oferta/subaru-impreza-subaru-impreza-ID6Gunv3.html
Subaru Impreza;2008;3.9777777777777774;7.82;-49.1;128;186.25;-31.3;otomoto.pl/osobowe/oferta/subaru-impreza-1-5-automat-instalacja-lpg-tylko-128tys-km-bezwypadkowy-ID6GDfb9.html
Subaru Legacy;2011;5.733333333333333;6.33;-9.4;102;143.0;-28.7;otomoto.pl/osobowe/oferta/subaru-legacy-ID6GA9lC.html
Subaru Legacy;2010;6.866666666666666;8.02;-14.4;205;231.6;-11.5;otomoto.pl/osobowe/oferta/subaru-legacy-2-0-150-ps-automat-awd-szwajcar-perelka-ID6GDqLb.html
Subaru Legacy;2005;3.755555555555555;4.79;-21.6;222;241.0;-7.9;otomoto.pl/osobowe/oferta/subaru-legacy-celebration-automat-4x4-skory-panorama-full-opcja-bardzo-dobry-stan-ID6GpxVL.html
Subaru Outback;2004;3.2222222222222223;3.82;-15.6;165;206.5;-20.1;otomoto.pl/osobowe/oferta/subaru-outback-outback-2-5-automat-szwajcaria-tylko-165tkm-ID6GBrgr.html
Subaru Outback;2022;32.11666666666667;38.28;-16.1;42;52.0;-19.2;otomoto.pl/osobowe/oferta/subaru-outback-subaru-outback-2-5i-limited-eyesight-lineartronic-f-ra-vat-23-ID6GBwE8.html
Subaru XV;2012;8.866666666666667;9.37;-5.4;161;191.33;-15.9;otomoto.pl/osobowe/oferta/subaru-xv-kamera-cofania-grzane-siedzenia-automat-klimatyzacja-szwajcaria-ID6GD7AQ.html
Subaru XV;2018;16.200000000000003;18.74;-13.6;60;68.67;-12.6;otomoto.pl/osobowe/oferta/subaru-xv-subaru-xv-ID6GvnUZ.html
Suzuki Alto;2013;3.088888888888889;3.59;-14.0;120;150.75;-20.4;otomoto.pl/osobowe/oferta/suzuki-alto-stan-bardzo-dobry-ID6G2wXT.html
Suzuki Alto;2013;3.088888888888889;3.59;-14.0;120;150.75;-20.4;otomoto.pl/osobowe/oferta/suzuki-alto-stan-bardzo-dobry-ID6G2wXT.html
Suzuki Baleno;2017;7.955555555555555;8.38;-5.1;74;93.79;-21.1;otomoto.pl/osobowe/oferta/suzuki-baleno-salon-polska-niski-przebieg-ID6Gox1p.html
Suzuki Ignis;2023;17.755555555555556;18.76;-5.4;4;7.0;-42.9;otomoto.pl/osobowe/oferta/suzuki-ignis-suzuki-ignis-1-2-boosterjet-shvs-premium-plus-2wd-pp-ID6GuQJk.html
Suzuki Jimny;2023;24.975555555555555;26.52;-5.8;8;13.67;-41.5;otomoto.pl/osobowe/oferta/suzuki-jimny-1-5-benzyna-od-dealera-suzuki-ID6Gbtxm.html
Suzuki Jimny;2023;24.753333333333334;26.52;-6.7;8;13.67;-41.5;otomoto.pl/osobowe/oferta/suzuki-jimny-1-5-benzyna-od-dealera-suzuki-ID6GbtzR.html
Suzuki Jimny;2012;8.110888888888889;8.72;-7.0;157;170.8;-8.1;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-krajowy-jeden-wlasciciel-fv-23-ID6GzuKu.html
Suzuki Jimny;2023;24.666666666666668;26.52;-7.0;10;13.67;-26.8;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-1-5-vvt-4wd-5mt-pro-ID6Gzyqa.html
Suzuki Jimny;2023;24.666666666666668;26.52;-7.0;9;13.67;-34.2;otomoto.pl/osobowe/oferta/suzuki-jimny-od-reki-super-cena-okazja-ID6GuXPX.html
Suzuki Jimny;2023;24.422222222222224;26.52;-7.9;11;13.67;-19.5;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-1-5-4x4-pro-2023r-ID6G6pyg.html
Suzuki Jimny;2023;24.422222222222224;26.52;-7.9;3;13.67;-78.1;otomoto.pl/osobowe/oferta/suzuki-jimny-stan-idealny-krajowy-serwisowany-1wlasciciel-bezwypadkowy-ID6GBewl.html
Suzuki Jimny;2008;5.977777777777778;6.53;-8.5;92;158.17;-41.8;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-1-3-4x4-salon-polska-klima-92-tys-przebiegu-ID6GuOcB.html
Suzuki Jimny;2006;5.977777777777778;6.67;-10.4;114;133.89;-14.9;otomoto.pl/osobowe/oferta/suzuki-jimny-1-3benzyna-86km-klima-4-x-4-z-niemiec-tylko-114-200km-ID6GD4nd.html
Suzuki Jimny;2007;6.199999999999999;7.13;-13.0;130;148.0;-12.2;otomoto.pl/osobowe/oferta/suzuki-jimny-salonowy-1-3benz-ID6Gy7d9.html
Suzuki Jimny;2010;7.311111111111111;8.6;-15.0;72;134.25;-46.4;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-fj-5mt-niski-oryginalny-przebieg-cena-do-negocjacji-ID6GBD9a.html
Suzuki Jimny;2003;5.7555555555555555;7.18;-19.8;85;117.5;-27.7;otomoto.pl/osobowe/oferta/suzuki-jimny-100-bezwypadkowy-doinwestowany-stan-idealny-ID6Gbpj1.html
Suzuki Jimny;2009;6.0;7.49;-19.9;134;147.5;-9.2;otomoto.pl/osobowe/oferta/suzuki-jimny-suzuki-jimny-4x4-klimatyzacja-hak-skora-ID6GC3Y8.html
Suzuki Jimny;2004;4.422222222222222;5.52;-19.9;116;149.33;-22.3;otomoto.pl/osobowe/oferta/suzuki-jimny-jeden-wlasciciel-zdrowa-rama-super-utrzymany-zarejestrowany-ID6GBeKm.html
Suzuki Jimny;2023;21.08888888888889;26.52;-20.5;5;13.67;-63.4;otomoto.pl/osobowe/oferta/suzuki-jimny-nowy-dostepny-od-reki-pro-salon-polska-gwarancja-vat23-ID6GA9jZ.html
Suzuki Jimny;2007;5.3311111111111105;7.13;-25.2;140;148.0;-5.4;otomoto.pl/osobowe/oferta/suzuki-jimny-1-3b-4x4-jimni-zdrowy-bez-rdzy-z-niemiec-ID6GzQNe.html
Suzuki Jimny;2005;3.088888888888889;5.35;-42.3;147;159.0;-7.5;otomoto.pl/osobowe/oferta/suzuki-jimny-4x4-opony-at-hak-zarejestrowany-bezwypadkowy-ID6GxdO0.html
Suzuki Liana;2007;1.6666666666666667;1.8;-7.4;172;186.5;-7.8;otomoto.pl/osobowe/oferta/suzuki-liana-super-stan-bezwypadek-ID6FOtbC.html
Suzuki Liana;2004;0.8666666666666667;1.04;-16.7;170;188.0;-9.6;otomoto.pl/osobowe/oferta/suzuki-liana-pojazd-polskiego-salonu-2-wlasciciel-ID6GzRYK.html
Suzuki SX4;2008;4.155555555555555;4.38;-5.1;139;180.44;-23.0;otomoto.pl/osobowe/oferta/suzuki-sx4-ID6GBuJc.html
Suzuki SX4;2013;8.644444444444444;9.12;-5.2;88;127.45;-31.0;otomoto.pl/osobowe/oferta/suzuki-sx4-bezwypadkowy-niski-przebieg-bogate-wyposazenie-ID6GBRBe.html
Suzuki SX4;2023;23.311111111111114;24.72;-5.7;14;55.55;-74.8;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-premium-129km-led-alu17-kamera-keyless-czujniki-parkowania-dostepny-pp-ID6GBIEX.html
Suzuki SX4;2023;23.311111111111114;24.72;-5.7;9;55.55;-83.8;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-premium-129km-led-alu17-kamera-keyless-czujniki-parkowania-dostepny-pp-ID6GB4WW.html
Suzuki SX4;2022;20.644444444444446;21.98;-6.1;8;31.6;-74.7;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-comfort-2022r-ID6GDoph.html
Suzuki SX4;2023;23.22222222222222;24.72;-6.1;2;55.55;-96.4;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-premium-2023r-2wd-1-4-mild-hybrid-140-km-ID6GD1v7.html
Suzuki SX4;2014;9.31111111111111;9.95;-6.4;119;144.19;-17.5;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-suzuki-sx4-s-cross-1-6-benzyna-ID6GA4Mp.html
Suzuki SX4;2016;11.066666666666666;11.9;-7.0;93;121.71;-23.6;otomoto.pl/osobowe/oferta/suzuki-sx4-1-6ibogata-opcja100-bezwypadkowyfull-serwis1-wlaauto-stan-idealny-ID6GCkPD.html
Suzuki SX4;2021;16.444444444444443;17.77;-7.5;42;51.07;-17.8;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-1-4-boosterjet-club-salon-polska-1-wlasciciel-serwis-aso-ID6GDORH.html
Suzuki SX4;2014;9.11111111111111;9.95;-8.4;125;144.19;-13.3;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-suzuki-sx4-s-cross-1-6-premium-panoramiczny-dach-stan-idealny-ID6GAtva.html
Suzuki SX4;2012;6.111111111111111;6.68;-8.5;147;155.0;-5.2;otomoto.pl/osobowe/oferta/suzuki-sx4-naped-4x4-klimatyzacja-el-szyby-i-lusterka-zadbany-serwisowany-ID6GzptU.html
Suzuki SX4;2017;12.155555555555557;13.32;-8.7;73;111.0;-34.2;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-salon-polska-led-kamera-bezwypadkowy-1-wlasciciel-fv23-ID6GDBmr.html
Suzuki SX4;2011;5.977777777777778;6.59;-9.3;86;163.5;-47.4;otomoto.pl/osobowe/oferta/suzuki-sx4-1-6-benzyna-120km-tylko-86-tys-przebiegu-zadbany-serwisowany-ID6Gzq7O.html
Suzuki SX4;2014;8.844444444444443;9.95;-11.1;125;144.19;-13.3;otomoto.pl/osobowe/oferta/suzuki-sx4-lift-4x4-1-6-benzyna-120-km-bogata-wersja-4wd-ID6GCRXD.html
Suzuki SX4;2023;21.977777777777778;24.72;-11.1;18;55.55;-67.6;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-1-4-129-km-comfort-2wd-6-m-t-opony-ID6GAmuu.html
Suzuki SX4;2023;21.977777777777778;24.72;-11.1;18;55.55;-67.6;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-1-4-129-km-comfort-2wd-6-m-t-opony-ID6GwxF7.html
Suzuki SX4;2009;4.444444444444445;5.03;-11.6;149;169.3;-12.0;otomoto.pl/osobowe/oferta/suzuki-sx4-sliczny-zadbany-benzyna-1wlasciciel-ID6GzGym.html
Suzuki SX4;2009;4.422222222222222;5.03;-12.1;106;169.3;-37.4;otomoto.pl/osobowe/oferta/suzuki-sx4-suzuki-sx4-ID6Gs6pT.html
Suzuki SX4;2023;21.311111111111114;24.72;-13.8;2;55.55;-96.4;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-premium-129km-led-alu17-kamera-salon-polska-bezwypadkowy-pp-ID6GwHHP.html
Suzuki SX4;2008;3.7333333333333334;4.38;-14.8;167;180.44;-7.4;otomoto.pl/osobowe/oferta/suzuki-sx4-okazja-zadbany-serwisowany-sprowadzony-bezwypadkowy-ID6FNSJL.html
Suzuki SX4;2023;21.0;24.72;-15.0;26;55.55;-53.2;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-demonstracyjny-2023-ID6GgUDa.html
Suzuki SX4;2010;5.222222222222222;6.2;-15.8;100;158.18;-36.8;otomoto.pl/osobowe/oferta/suzuki-sx4-suzuki-sx4-biala-perla-ID6G3v9v.html
Suzuki SX4;2013;7.666666666666667;9.12;-15.9;85;127.45;-33.3;otomoto.pl/osobowe/oferta/suzuki-sx4-comfort-1-5-l-112-km-ID6GCm2f.html
Suzuki SX4;2016;9.977555555555556;11.9;-16.2;73;121.71;-40.0;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-benz-73500km-salon-polska-klima-nawigacja-ID6GDPkq.html
Suzuki SX4;2023;20.422222222222224;24.72;-17.4;12;55.55;-78.4;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-stan-idealny-gwarancja-fabryczna-ID6Gy1Oa.html
Suzuki SX4;2019;13.0;15.96;-18.5;68;75.6;-10.1;otomoto.pl/osobowe/oferta/suzuki-sx4-s-cross-suzuki-sx4-s-corss-polski-salon-pierwszy-wlasciciel-ID6GDAfn.html
Suzuki SX4;2008;3.533333333333333;4.38;-19.3;147;180.44;-18.5;otomoto.pl/osobowe/oferta/suzuki-sx4-1-6-107kmklimatronikwelurpodgrz-fotelewolne-recealufelgistan-bdb-ID6GAAsv.html
Suzuki SX4;2006;2.822222222222222;3.73;-24.3;163;210.83;-22.7;otomoto.pl/osobowe/oferta/suzuki-sx4-sx4-1-6i-klima-podgrzewane-fotele-2-wl-4el-szyby-serwis-alu-16-zimowe-ID6GDmPY.html
Suzuki Splash;2012;4.644444444444444;5.23;-11.2;80;97.33;-17.8;otomoto.pl/osobowe/oferta/suzuki-splash-1-0-benz-68km-2012r-tylko-80000km-klimatyzacja-podgrzewane-fotele-ID6GDNzG.html
Suzuki Splash;2012;4.333333333333333;5.23;-17.1;77;97.33;-20.9;otomoto.pl/osobowe/oferta/suzuki-splash-auto-zadbane-malo-uzywane-ID6GzLjq.html
Suzuki Splash;2009;2.8444444444444446;3.62;-21.4;127;147.88;-14.1;otomoto.pl/osobowe/oferta/suzuki-splash-stan-bardzo-dobry-klimatyzacja-zadbany-czysty-bezwypadkowy-ID6GzCX3.html
Suzuki Swace;2023;25.266666666666666;26.99;-6.4;3;6.5;-53.8;otomoto.pl/osobowe/oferta/suzuki-swace-1-8-140km-premium-plus-automat-cvt-bialy-kombi-od-reki-hybryda-ID6Gp01p.html
Suzuki Swift;2021;11.933333333333334;12.62;-5.4;8;45.67;-82.5;otomoto.pl/osobowe/oferta/suzuki-swift-1-2benzyna-ledy-kamera-cofania-grzane-fotele-jak-nowy-ID6GDnvE.html
Suzuki Swift;2008;3.0;3.21;-6.5;91;157.22;-42.1;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-1-3-gs-ID6GndPk.html
Suzuki Swift;2011;5.088888888888889;5.45;-6.6;148;159.76;-7.4;otomoto.pl/osobowe/oferta/suzuki-swift-1-2-benzyna-4x4-2011r-lift-ID6GDMgk.html
Suzuki Swift;2011;5.088888888888889;5.45;-6.6;141;159.76;-11.7;otomoto.pl/osobowe/oferta/suzuki-swift-ID6GBuD7.html
Suzuki Swift;2009;3.288888888888889;3.52;-6.6;119;158.82;-25.1;otomoto.pl/osobowe/oferta/suzuki-swift-sprzedam-suzuki-swift-2009-i-wl-w-kraju-ID6GBBZ8.html
Suzuki Swift;2009;3.088888888888889;3.52;-12.2;98;158.82;-38.3;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-1-3-2009-przebieg-98-000-ID6GaIS6.html
Suzuki Swift;2009;3.088888888888889;3.52;-12.2;98;158.82;-38.3;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-1-3-2009-przebieg-98-000-ID6GaIS6.html
Suzuki Swift;2009;3.088888888888889;3.52;-12.2;86;158.82;-45.9;otomoto.pl/osobowe/oferta/suzuki-swift-samochod-uzykowany-przez-starsza-pania-ID6GBrLD.html
Suzuki Swift;2009;3.088888888888889;3.52;-12.2;86;158.82;-45.9;otomoto.pl/osobowe/oferta/suzuki-swift-samochod-uzykowany-przez-starsza-pania-ID6GBrLD.html
Suzuki Swift;2013;5.311111111111111;6.14;-13.5;71;112.91;-37.1;otomoto.pl/osobowe/oferta/suzuki-swift-1-2-94km-biala-perelka-tylko-71tys-km-zmiana-ID6GC8IC.html
Suzuki Swift;2013;5.311111111111111;6.14;-13.5;71;112.91;-37.1;otomoto.pl/osobowe/oferta/suzuki-swift-1-2-94km-biala-perelka-tylko-71tys-km-zmiana-ID6GC8IC.html
Suzuki Swift;2016;6.422222222222222;7.49;-14.3;104;122.67;-15.2;otomoto.pl/osobowe/oferta/suzuki-swift-zadbany-technicznie-idealny-ID6GBrAE.html
Suzuki Swift;2010;3.533333333333333;4.16;-15.1;142;161.53;-12.1;otomoto.pl/osobowe/oferta/suzuki-swift-2-kpl-kol-5-drzwi-benz-niski-przebieg-podgrz-fotele-keyless-go-ID6GD11M.html
Suzuki Swift;2012;4.666666666666667;5.53;-15.6;121;157.0;-22.9;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-1-2-blackwhite-ID6GuxTF.html
Suzuki Swift;2014;5.666666666666667;6.73;-15.8;107;126.33;-15.3;otomoto.pl/osobowe/oferta/suzuki-swift-pierwszy-wlasciciel-zarejestrowany-maly-przebieg-ID6GyZWT.html
Suzuki Swift;2007;2.5555555555555554;3.08;-17.0;130;165.38;-21.4;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-1-2-po-przegladzie-i-ubezpieczone-okazja-ID6GyHSV.html
Suzuki Swift;2010;3.1555555555555554;4.16;-24.1;126;161.53;-22.0;otomoto.pl/osobowe/oferta/suzuki-swift-stan-bardzo-dobry-ID6GAARo.html
Suzuki Swift;2008;2.4222222222222225;3.21;-24.5;97;157.22;-38.3;otomoto.pl/osobowe/oferta/suzuki-swift-1-3-benzyna-klimatyzacja-niski-przebieg-bezwypadek-serwis-niemcy-ID6GB8It.html
Suzuki Swift;2007;2.1555555555555554;3.08;-30.0;125;165.38;-24.4;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-ID6GuyTy.html
Suzuki Swift;2006;2.0;2.86;-30.1;144;172.53;-16.5;otomoto.pl/osobowe/oferta/suzuki-swift-suzuki-swift-benzyna-8-lat-w-rodzinie-ID6Gugy2.html
Suzuki Vitara;2018;14.399999999999999;15.2;-5.3;70;105.55;-33.7;otomoto.pl/osobowe/oferta/suzuki-vitara-auto-z-polskiego-salonu-pierwszy-wlasciciel-ekonomiczne-ID6GA4s1.html
Suzuki Vitara;2023;19.977777777777778;21.09;-5.3;11;18.7;-41.2;otomoto.pl/osobowe/oferta/suzuki-vitara-premium-129km-hybrid-led-alu-camera-salon-polska-ds-ID6GChuL.html
Suzuki Vitara;1999;4.199999999999999;4.45;-5.6;143;176.2;-18.8;otomoto.pl/osobowe/oferta/suzuki-grand-vitara-2-0-benzyna-jeden-wlasciciel-niemcy-4x4-ID6GD5nI.html
Suzuki Vitara;2013;11.110888888888889;11.78;-5.7;127;150.67;-15.7;otomoto.pl/osobowe/oferta/suzuki-grand-vitara-4x4-navi-kamera-skora-idealny-1-wlasciciel-ID6GAXgH.html
Suzuki Vitara;2021;17.555555555555557;18.62;-5.7;27;57.86;-53.3;otomoto.pl/osobowe/oferta/suzuki-vitara-2021-salon-polska-1-4-boosterjet-premium-ID6GBHxD.html
Suzuki Vitara;2018;14.11111111111111;15.2;-7.2;65;105.55;-38.4;otomoto.pl/osobowe/oferta/suzuki-vitara-suzuki-vitara-1586-cm3-120-km-bezwypadkowy-stan-bardzo-dobry-ID6GABgX.html
